,code,value
1021,gb_ascma,37489971.0
1022,gb_esea,17925860.0
1023,gb_auy,2571823921.0
1024,gb_knl,1131481763.0
1025,gb_ari,2370601200.0
1026,gb_unp,116996093356.0
1027,gb_ncty,6944058.0
1028,gb_cag,14659995002.0
1029,gb_cadc,12296438.0
1030,gb_lvlt,19451171960.0
1031,gb_cni,65601720000.0
1032,gb_low,81353340000.0
1033,gb_mkc,16609215154.0
1034,gb_mrvl,9918016000.0
1035,gb_wtfc,5111318504.0
1036,gb_rad,1547435650.0
1037,gb_cbrl,3661030749.0
1038,gb_pii,6709779900.0
1039,gb_lpnt,2495859055.0
1040,gb_bdc,2805103080.0
1041,gb_kop,725314990.0
1042,gb_nfj,1238108896.0
1043,gb_slg,9043987500.0
1044,gb_utmd,324310800.0
1045,gb_stfc,1367652000.0
1046,gb_mnro,2348322642.0
1047,gb_lll,16516997238.0
1048,gb_avav,2035111608.0
1049,gb_tel,32670509972.0
1050,gb_mgic,433937300.0
1052,gb_prgx,215929722.0
1053,gb_idti,4699494480.0
1055,gb_ash,5268146258.0
1056,gb_fbp,1904716387.0
1057,gb_st,9462583500.0
1058,gb_mur,5165460293.0
1059,gb_uvsp,838083825.0
1060,gb_gsh,3821281499.0
1062,gb_bmi,1573589107.0
1063,gb_bxp,20320557216.0
1064,gb_fitb,20229568134.0
1065,gb_scx,45616558.0
1066,gb_imos,579869540.0
1067,gb_tsco,9911761070.0
1068,gb_tot,150411156800.0
1069,gb_dfs,27003080686.0
1070,gb_dsw,2159064760.0
1071,gb_jbl,4726392832.0
1072,gb_mtb,25323602095.0
1073,gb_unh,252161412300.0
1074,gb_asx,7285656000.0
1075,gb_lho,3813716031.0
1076,gb_pht,268640242.0
1077,gb_thff,632973074.0
1078,gb_acsf,122500000.0
1079,gb_pope,304025458.0
1080,gb_gps,12449790000.0
1081,gb_ce,15627000449.0
1082,gb_kr,24994400000.0
1083,gb_jobs,4408782882.0
1084,gb_glw,26688910000.0
1085,gb_sah,946060965.0
1086,gb_dcm,101338624000.0
1087,gb_ter,7358712300.0
1088,gb_dar,3293078180.0
1089,gb_aee,15729251999.0
1090,gb_gsl,64880003.0
1091,gb_extr,735030451.0
1092,gb_cpe,2438875372.0
1093,gb_aht,631117548.0
1094,gb_htd,841101450.0
1095,gb_fdp,1851662493.0
1097,gb_crox,1329993000.0
1098,gb_disca,19264800000.0
1099,gb_cvx,225015540000.0
1101,gb_pag,4447778266.0
1102,gb_nwpx,164619780.0
1103,gb_rvt,1356329088.0
1104,gb_agd,130515840.0
1105,gb_omer,1070352073.0
1106,gb_tmo,92699529205.0
1107,gb_pfbc,946798207.0
1108,gb_vvc,5933340000.0
1109,gb_x,5429607563.0
1110,gb_pdt,786714787.0
1111,gb_hmnf,96798240.0
1112,gb_ngs,279460400.0
1113,gb_nxpi,31035136261.0
1114,gb_mcs,1042812241.0
1115,gb_rcky,229108328.0
1117,gb_pni,125818095.0
1119,gb_safm,2481632348.0
1120,gb_vtr,21173783410.0
1121,gb_dei,6664182626.0
1122,gb_tyg,1559489123.0
1123,gb_tlp,632015002.0
1124,gb_wmb,25157340000.0
1125,gb_nmih,1440007869.0
1126,gb_cif,51059840.0
1127,gb_pnc,67369200000.0
1128,gb_oge,7472774000.0
1129,gb_bll,14183309434.0
1130,gb_rdn,4273176694.0
1131,gb_bip,11162748850.0
1132,gb_ppg,26556646551.0
1133,gb_actg,181643420.0
1134,gb_feo,68792420.0
1135,gb_krg,1460925342.0
1136,gb_wlfc,220483600.0
1137,gb_fcn,2918020970.0
1138,gb_unb,231998465.0
1139,gb_fccy,186859326.0
1140,gb_dks,3784927236.0
1141,gb_rgs,830272482.0
1143,gb_tv,8929276200.0
1145,gb_ufs,3172402161.0
1147,gb_emf,253383735.0
1148,gb_nauh,20938379.0
1149,gb_jack,2436914523.0
1150,gb_evbn,228292390.0
1151,gb_tsu,7230630408.0
1152,gb_baby,1202534064.0
1153,gb_sqm,5349552635.0
1154,gb_tsn,22679448000.0
1155,gb_pagp,4203159399.0
1156,gb_else,12292125.0
1157,gb_hon,116125204612.0
1158,gb_fam,125876916.0
1160,gb_brkl,1453818078.0
1161,gb_swm,1247720572.0
1162,gb_dis,166923341967.0
1163,gb_dlx,2827853740.0
1164,gb_uba,877798335.0
1166,gb_deo,359275394938.0
1167,gb_ns,2587026082.0
1168,gb_gm,51478000000.0
1170,gb_lgi,171741691.0
1171,gb_dlr,25509623484.0
1172,gb_csq,2050400780.0
1173,gb_nrt,71410884.0
1174,gb_cnp,12234379619.0
1175,gb_mhd,217976832.0
1176,gb_dct,6494746135.0
1177,gb_bwa,9587009161.0
1178,gb_arw,6806339760.0
1180,gb_cybe,139073932.0
1181,gb_czz,1712729984.0
1182,gb_bce,37320598638.0
1183,gb_mpw,5452728450.0
1184,gb_ovly,168979053.0
1185,gb_irm,10462648731.0
1186,gb_glt,718853019.0
1187,gb_apei,593510700.0
1188,gb_afl,35986544160.0
1189,gb_tdc,4882570000.0
1190,gb_teva,26111700000.0
1191,gb_kkr,20598921000.0
1192,gb_infy,44553394990.0
1193,gb_dltr,22586244000.0
1194,gb_slgn,3039782640.0
1195,gb_pdfs,307920000.0
1196,gb_xray,8634692000.0
1197,gb_paas,2436897138.0
1198,gb_wwe,6139504000.0
1199,gb_mgrc,1400168100.0
1200,gb_an,4206226111.0
1201,gb_nvda,150438880000.0
1202,gb_cnc,29366740760.0
1203,gb_gfed,110884792.0
1204,gb_znh,10699617519.0
1205,gb_cck,5658900401.0
1206,gb_rpt,1095923400.0
1207,gb_tgp,1302890608.0
1208,gb_swn,3072729879.0
1209,gb_cnet,35491594.0
1210,gb_lope,5841992420.0
1211,gb_col,22612609000.0
1212,gb_ipas,20592480.0
1213,gb_jjsf,2722470170.0
1214,gb_gain,397479978.0
1215,gb_rcmt,59240428.0
1216,gb_xyl,13615476000.0
1217,gb_bme,376830106.0
1219,gb_xin,285343393.0
1220,gb_aap,11915229536.0
1221,gb_wm,39055124616.0
1222,gb_esv,2766843000.0
1223,gb_k,25580840000.0
1224,gb_mga,19063821765.0
1226,gb_sir,1889445356.0
1227,gb_acc,5745840573.0
1228,gb_nssc,274198790.0
1229,gb_xper,780943900.0
1230,gb_trv,35181134000.0
1231,gb_mgu,276172845.0
1232,gb_rio,86417778457.0
1233,gb_iknx,21997602.0
1234,gb_wes,7622916400.0
1235,gb_dhr,70375826000.0
1236,gb_mbt,7055436618.0
1237,gb_pvh,11695204847.0
1238,gb_abr,800219100.0
1239,gb_pdco,2240979400.0
1240,gb_sxt,2937739991.0
1241,gb_pim,247223592.0
1242,gb_wabc,1676488590.0
1243,gb_vvi,1240422874.0
1244,gb_apb,138610578.0
1245,gb_crt,92052000.0
1246,gb_cib,5539214566.0
1247,gb_ai,287375312.0
1248,gb_cbt,3996998404.0
1249,gb_glng,2452628000.0
1250,gb_anss,14535209097.0
1252,gb_cbb,549600033.0
1253,gb_aks,1387451058.0
1254,gb_auo,4196064000.0
1255,gb_ths,2871300000.0
1256,gb_dl,275012305.0
1257,gb_good,592637114.0
1258,gb_brs,385192011.0
1259,gb_gold,6095304549.0
1260,gb_rrts,66617110.0
1262,gb_mxf,237382264.0
1263,gb_ccj,4064791357.0
1264,gb_pay,2549950690.0
1266,gb_ahl,2265148860.0
1267,gb_gdot,4437433000.0
1268,gb_ori,6642010773.0
1269,gb_mdlz,62789638910.0
1270,gb_dov,12464708576.0
1271,gb_lyv,10078776573.0
1272,gb_crai,449199884.0
1273,gb_bgt,313351080.0
1274,gb_kf,272189554.0
1275,gb_swir,695021843.0
1276,gb_pebk,181536351.0
1278,gb_sor,348546514.0
1279,gb_shg,9021647161.0
1280,gb_slab,4137757500.0
1282,gb_nfec,33095272.0
1283,gb_smg,4263583999.0
1284,gb_hbnc,799477417.0
1285,gb_ppt,566437500.0
1286,gb_ain,2485879328.0
1287,gb_tsi,263709110.0
1288,gb_igd,730992822.0
1289,gb_avx,3377321160.0
1290,gb_coo,12572546000.0
1291,gb_ffg,2028888585.0
1292,gb_adbe,122999311196.0
1293,gb_ua,8515793500.0
1294,gb_man,5833994636.0
1295,gb_issc,42943527.0
1296,gb_amrn,843594529.0
1298,gb_roic,2202538228.0
1299,gb_rnr,5290990528.0
1300,gb_viv,11394878380.0
1301,gb_tact,110666670.0
1302,gb_lorl,1251229777.0
1303,gb_goog,829206571200.0
1304,gb_bhk,694144737.0
1305,gb_expe,19765442840.0
1306,gb_pzn,156823269.0
1307,gb_gra,4704487946.0
1308,gb_via,14491445000.0
1309,gb_axp,89397630000.0
1310,gb_pfin,30245763.0
1311,gb_epay,2368750100.0
1312,gb_ppl,21057735360.0
1313,gb_mind,46546500.0
1314,gb_smtx,46719477.0
1315,gb_re,9005544000.0
1317,gb_bbd,24209109752.0
1318,gb_gfi,1916072445.0
1319,gb_atsg,1215283560.0
1320,gb_plxs,1975315440.0
1321,gb_enz,188647768.0
1322,gb_iga,215083750.0
1323,gb_seic,9622816000.0
1324,gb_mfg,44893956787.0
1325,gb_see,6208833981.0
1327,gb_bdj,1772271899.0
1328,gb_hiw,5200889711.0
1329,gb_chn,307524588.0
1330,gb_cp,28710900000.0
1331,gb_myl,19801124851.0
1332,gb_mdp,2315287098.0
1333,gb_spr,9296214784.0
1335,gb_htbk,678156066.0
1336,gb_smmf,315406811.0
1337,gb_wri,4038173220.0
1338,gb_bokf,6530821182.0
1339,gb_dsu,663172632.0
1340,gb_afc,4628698555.0
1341,gb_akr,2320385057.0
1342,gb_ty,1516531458.0
1343,gb_ugp,5914399739.0
1344,gb_pep,162825892162.0
1345,gb_bif,1189836120.0
1347,gb_basi,13555179.0
1348,gb_cdr,409377920.0
1349,gb_avk,365503950.0
1350,gb_icui,6084804000.0
1351,gb_wso,6483154402.0
1352,gb_egp,3508102004.0
1354,gb_ddr,2697621398.0
1355,gb_atni,1184847122.0
1356,gb_cri,5079824176.0
1357,gb_adi,34767912152.0
1358,gb_nbn,196654502.0
1359,gb_rbc,3632250000.0
1360,gb_rs,6459431034.0
1361,gb_ltrx,74452933.0
1362,gb_diod,1843311144.0
1363,gb_phk,1146412020.0
1364,gb_kmx,13218639693.0
1365,gb_chco,1262311130.0
1366,gb_ttek,3845574000.0
1367,gb_ip,21262800000.0
1368,gb_np,1503847526.0
1369,gb_cpn,5498280872.0
1370,gb_tmk,9976788839.0
1371,gb_ctas,22633697149.0
1372,gb_kcap,120614414.0
1373,gb_ab,2932968159.0
1374,gb_cnq,41863666590.0
1375,gb_nvo,97025517600.0
1376,gb_rfi,338977435.0
1377,gb_insm,1549250026.0
1378,gb_schl,1442082538.0
1379,gb_iiin,760155550.0
1380,gb_hsy,20867931008.0
1381,gb_dmlp,595561830.0
1382,gb_dx,364199680.0
1383,gb_gam,705706540.0
1384,gb_bro,8255558220.0
1385,gb_hmst,798555578.0
1386,gb_avb,25303616675.0
1387,gb_cphc,68480176.0
1388,gb_tfx,11012137850.0
1390,gb_www,3638980480.0
1391,gb_bdge,704377648.0
1392,gb_bbgi,180172363.0
1393,gb_pzza,1347687840.0
1394,gb_erj,3615723301.0
1395,gb_bcs,40626959800.0
1396,gb_mrk,188778344263.0
1397,gb_dci,6305112722.0
1398,gb_cac,714326779.0
1399,gb_jec,10331733134.0
1400,gb_esl,2533365781.0
1402,gb_bak,4808267179.0
1403,gb_pki,9480611080.0
1404,gb_son,5519608540.0
1405,gb_cit,6305196199.0
1406,gb_bch,14499088100.0
1407,gb_trp,40481120000.0
1409,gb_mt,30097743705.0
1410,gb_hi,3239600000.0
1411,gb_cyd,788559400.0
1412,gb_ecol,1559728000.0
1415,gb_pfd,158014377.0
1416,gb_dhil,653537290.0
1417,gb_sny,108505400000.0
1418,gb_nhs,213578758.0
1419,gb_rgld,5075207183.0
1420,gb_sgma,29506806.0
1421,gb_pfl,309218772.0
1422,gb_mtn,11788941000.0
1423,gb_jakk,64173808.0
1424,gb_gva,2013038922.0
1425,gb_mkl,16821916980.0
1426,gb_rmd,15181112844.0
1427,gb_flo,4377937328.0
1428,gb_gil,6229034400.0
1429,gb_pacw,6286428441.0
1430,gb_myf,190147176.0
1431,gb_agn,64721475000.0
1432,gb_asr,4869707850.0
1433,gb_cna,12364578834.0
1434,gb_gis,28219698000.0
1435,gb_sjm,13159684970.0
1436,gb_njr,4110667270.0
1438,gb_mndo,41897097.0
1439,gb_vsh,3302526751.0
1440,gb_edgw,74420890.0
1441,gb_sbgi,2944732723.0
1442,gb_px,45520370849.0
1443,gb_bgg,895075840.0
1444,gb_usph,1449356991.0
1445,gb_wtm,2962821512.0
1446,gb_hbio,229045200.0
1447,gb_pol,3450274406.0
1448,gb_cphi,9805400.0
1449,gb_kmm,200196102.0
1450,gb_mui,508957826.0
1451,gb_sem,2585791342.0
1452,gb_lor,70384241.0
1453,gb_wbk,73617464762.0
1454,gb_dtf,112217355.0
1455,gb_nsit,1914786000.0
1456,gb_blw,553404642.0
1457,gb_sbux,73670896000.0
1458,gb_ntc,168747920.0
1460,gb_hrl,20696377445.0
1461,gb_int,1772292000.0
1462,gb_mpx,654339120.0
1463,gb_knx,5991350820.0
1464,gb_tgt,44402612111.0
1465,gb_bfin,279901240.0
1466,gb_anh,480706134.0
1467,gb_aep,38496121527.0
1468,gb_fult,3174995000.0
1469,gb_coty,9306200000.0
1470,gb_iivi,2860996386.0
1471,gb_bco,3985650000.0
1472,gb_wsfs,1567774618.0
1473,gb_axl,1977090000.0
1474,gb_ajg,13141722000.0
1475,gb_tcbk,901532756.0
1477,gb_nim,119973656.0
1478,gb_nymt,791872829.0
1479,gb_fred,66139520.0
1480,gb_gab,1646291360.0
1481,gb_gfn,369194905.0
1482,gb_pfn,641540898.0
1483,gb_hiho,15207496.0
1484,gb_rrgb,515306000.0
1485,gb_wfc,287645509488.0
1486,gb_fun,2953557530.0
1487,gb_awk,16128607131.0
1488,gb_gty,1177671514.0
1489,gb_pbt,417148724.0
1490,gb_cld,185656100.0
1491,gb_cfr,7265837500.0
1492,gb_bsrr,451334598.0
1493,gb_tup,1669246820.0
1494,gb_fnb,4374245033.0
1495,gb_ubnk,901710036.0
1497,gb_ffa,328159676.0
1498,gb_met,46127102433.0
1499,gb_nci,1070341650.0
1501,gb_bto,722602250.0
1502,gb_tsbk,259672956.0
1503,gb_mtd,14242030745.0
1504,gb_acgl,12382034893.0
1505,gb_ssys,1336240230.0
1506,gb_rmbs,1249496277.0
1508,gb_crmt,549891546.0
1509,gb_esbk,70861635.0
1510,gb_dte,20594832634.0
1511,gb_kim,7264721189.0
1512,gb_ads,13217050000.0
1513,gb_adp,62379808000.0
1514,gb_ezpw,607278249.0
1516,gb_sypr,34023109.0
1517,gb_klac,17310404640.0
1518,gb_lnt,10162108310.0
1521,gb_mei,1464856227.0
1523,gb_bdx,67642747142.0
1524,gb_mtx,2376035989.0
1525,gb_bbt,40495833630.0
1526,gb_flc,197767866.0
1527,gb_eqr,24950857264.0
1528,gb_nrim,304472083.0
1529,gb_esrx,49464800000.0
1530,gb_cwco,207186429.0
1531,gb_fnf,11158699118.0
1532,gb_adx,1644324860.0
1533,gb_azn,98523600000.0
1534,gb_pru,41002544250.0
1535,gb_hpq,39521980013.0
1536,gb_rnet,275560756.0
1537,gb_iex,11761519798.0
1538,gb_iba,2921500000.0
1539,gb_evol,28474982.0
1540,gb_gff,818789250.0
1541,gb_usna,3189773999.0
1542,gb_nano,993700334.0
1543,gb_jdd,219529927.0
1544,gb_intx,32756400.0
1545,gb_epr,5196916182.0
1546,gb_xlnx,17987212173.0
1547,gb_eme,4581132255.0
1549,gb_cbu,3352765910.0
1550,gb_gpi,1615645350.0
1551,gb_rmt,405601152.0
1552,gb_ko,198848295313.0
1554,gb_ibm,134491491679.0
1555,gb_axs,4725091800.0
1557,gb_cim,3534421904.0
1558,gb_azo,20446021320.0
1559,gb_o,17047626884.0
1560,gb_egn,7498845361.0
1561,gb_enb,62117300000.0
1562,gb_zf,229032161.0
1563,gb_obci,36089018.0
1564,gb_tpre,1325044406.0
1565,gb_afg,10138188015.0
1566,gb_plbc,138716119.0
1567,gb_nlsn,9274470670.0
1568,gb_wern,2646990222.0
1569,gb_cffn,1852640249.0
1570,gb_amag,828800638.0
1571,gb_caj,34260565101.0
1572,gb_aaww,1565192509.0
1573,gb_skx,4673248000.0
1574,gb_gcv,95043708.0
1575,gb_boom,634728370.0
1576,gb_lnc,14226241518.0
1577,gb_vrsn,18577615560.0
1579,gb_alb,10360453140.0
1580,gb_gdv,1976193141.0
1581,gb_leco,6112487226.0
1582,gb_edr,3337669327.0
1583,gb_t,203328516357.0
1584,gb_tdw,805513261.0
1586,gb_fnlc,322518973.0
1587,gb_tisi,742973591.0
1589,gb_oiim,49450427.0
1590,gb_sgoc,4459239.0
1591,gb_sivb,17256738442.0
1592,gb_wash,1022864467.0
1593,gb_ava,3361228965.0
1594,gb_ups,108171208500.0
1595,gb_mfl,483445613.0
1596,gb_nke,138450289600.0
1597,gb_hpi,572524120.0
1598,gb_bfk,587677453.0
1599,gb_pmf,342151774.0
1600,gb_rwt,1242180591.0
1601,gb_lcm,70701708.0
1602,gb_aiv,6920315803.0
1603,gb_wifi,1324631550.0
1604,gb_bk,51937121848.0
1605,gb_unm,7863802886.0
1606,gb_unf,3402077386.0
1607,gb_myd,646625511.0
1608,gb_duc,233704950.0
1609,gb_hps,587332200.0
1610,gb_qcom,97189040000.0
1611,gb_mli,1872273754.0
1612,gb_all,34852680000.0
1613,gb_isbc,3851655164.0
1616,gb_cof,47789875847.0
1617,gb_pbip,166122935.0
1618,gb_boe,775946868.0
1619,gb_ato,10406781978.0
1620,gb_fra,519393375.0
1621,gb_swz,324271059.0
1622,gb_nwbi,1890242573.0
1623,gb_bah,7136059728.0
1624,gb_rev,931711707.0
1625,gb_vtn,246588948.0
1626,gb_brt,188050500.0
1627,gb_rell,115836630.0
1628,gb_ctl,25737901300.0
1629,gb_fct,343590390.0
1630,gb_var,10232445000.0
1631,gb_pch,3040482753.0
1632,gb_ren,703334173.0
1633,gb_brkr,5370672167.0
1634,gb_mdu,5653168464.0
1635,gb_faf,6276296180.0
1636,gb_ncmi,686855700.0
1637,gb_bbk,150144284.0
1638,gb_tk,683955540.0
1639,gb_nvs,219521311600.0
1640,gb_rdi,373822147.0
1641,gb_moh,8423940000.0
1642,gb_usac,1683252214.0
1643,gb_ge,106829677670.0
1646,gb_psa,38697511546.0
1647,gb_asrv,81201114.0
1649,gb_hbi,6824332655.0
1650,gb_pmo,445066238.0
1651,gb_crus,2615977557.0
1652,gb_nwe,3105464883.0
1653,gb_gut,257871040.0
1654,gb_nptn,380353820.0
1655,gb_ee,2598268545.0
1656,gb_sbsi,1259859832.0
1657,gb_adm,28380430000.0
1658,gb_wbs,6220641594.0
1659,gb_rtix,289066459.0
1660,gb_scl,1993467094.0
1661,gb_wdr,1664955600.0
1662,gb_hr,3847188480.0
1663,gb_els,8445142285.0
1664,gb_shw,41466776629.0
1665,gb_zumz,751365000.0
1666,gb_cmtl,840236111.0
1667,gb_hgt,17000000.0
1668,gb_ivr,1814201805.0
1672,gb_csu,227911180.0
1673,gb_nws,8191369081.0
1674,gb_peg,26994240000.0
1675,gb_bhlb,1903109564.0
1676,gb_qsii,1410271200.0
1679,gb_mcn,150678888.0
1680,gb_nmt,114982368.0
1681,gb_rhi,9431952600.0
1682,gb_stl,5106901253.0
1683,gb_avd,577079173.0
1684,gb_chnr,48576255.0
1685,gb_ati,3257739544.0
1686,gb_intu,53216409686.0
1687,gb_cgo,128583350.0
1688,gb_praa,1714605000.0
1690,gb_msa,3852023288.0
1691,gb_bsd,92279958.0
1692,gb_rop,31118327070.0
1693,gb_lzb,1515931200.0
1694,gb_smp,1149210112.0
1695,gb_sid,3219055789.0
1696,gb_fcf,1712219513.0
1697,gb_ktf,425054970.0
1698,gb_bmrc,612483519.0
1699,gb_trib,80172184.0
1700,gb_kyn,2246259996.0
1701,gb_epd,63885925118.0
1702,gb_wldn,282184020.0
1703,gb_frt,9583260061.0
1704,gb_s,24754040000.0
1705,gb_muj,389889927.0
1706,gb_aiz,6636259736.0
1708,gb_jcom,3812707309.0
1709,gb_wppgy,106905271403.0
1710,gb_nac,1954564242.0
1711,gb_akam,12276747353.0
1712,gb_myi,845750236.0
1713,gb_ntwk,64135374.0
1714,gb_vale,68333489600.0
1715,gb_sho,3715979271.0
1716,gb_lee,168386000.0
1717,gb_shen,1860902899.0
1718,gb_zagg,440954400.0
1719,gb_tayd,39735345.0
1720,gb_sbr,657528459.0
1721,gb_hifs,472382797.0
1722,gb_aon,34751430000.0
1723,gb_ntgr,2174090880.0
1724,gb_bfz,407081004.0
1726,gb_mgln,1818297750.0
1727,gb_hxl,5988500000.0
1728,gb_mqy,425041265.0
1729,gb_pmt,1206824929.0
1730,gb_jpm,390202014033.0
1731,gb_hpf,454210575.0
1733,gb_udr,10631750597.0
1734,gb_bset,252831127.0
1736,gb_stx,15662271598.0
1737,gb_flt,19014227856.0
1739,gb_nfg,4889347048.0
1740,gb_mye,758611526.0
1741,gb_blh,53887644.0
1742,gb_d,46944120000.0
1743,gb_omc,15479476574.0
1745,gb_min,448562730.0
1747,gb_sti,34443333960.0
1748,gb_irs,914308806.0
1749,gb_flws,938613777.0
1750,gb_scg,5562700000.0
1751,gb_ea,38951550000.0
1752,gb_colm,6394803560.0
1753,gb_kequ,93605250.0
1754,gb_bvsn,8996400.0
1755,gb_clfd,175967167.0
1756,gb_cvs,75888540000.0
1757,gb_usa,1258362547.0
1758,gb_smci,922732350.0
1759,gb_pml,819913975.0
1760,gb_vcv,580606089.0
1762,gb_arcc,7374059999.0
1763,gb_rdwr,1207642060.0
1764,gb_uht,1007314543.0
1765,gb_lh,18260040000.0
1766,gb_ssp,1185165430.0
1767,gb_keyw,386577750.0
1768,gb_hmsy,2635891961.0
1770,gb_avid,232354145.0
1771,gb_ev,6384120598.0
1772,gb_tnc,1374505873.0
1774,gb_vgm,659921901.0
1775,gb_clmt,516443162.0
1776,gb_tcbi,4664048952.0
1777,gb_ensg,1942912220.0
1778,gb_nfbk,813477323.0
1779,gb_uvv,1501188692.0
1780,gb_kmb,41090469000.0
1781,gb_jnj,367132676669.0
1782,gb_wrld,1081659906.0
1783,gb_oke,27894027878.0
1784,gb_voxx,132881782.0
1785,gb_cts,1153083448.0
1786,gb_bzh,432766219.0
1787,gb_baf,118467146.0
1788,gb_mmt,393153160.0
1789,gb_laz,5799431728.0
1790,gb_hubg,1763666554.0
1791,gb_wpc,7130989699.0
1792,gb_cznc,341521761.0
1793,gb_rpm,8646960900.0
1795,gb_plug,418573665.0
1797,gb_tri,30510925383.0
1798,gb_cray,869363163.0
1799,gb_ztr,291964773.0
1800,gb_skt,2311991177.0
1801,gb_audc,314636896.0
1802,gb_egf,83891744.0
1803,gb_lly,116877131800.0
1804,gb_hog,7068572258.0
1805,gb_pg,210321138647.0
1806,gb_ehth,567988203.0
1807,gb_amed,3800580175.0
1808,gb_cdzi,310201259.0
1810,gb_bmo,52055156000.0
1811,gb_anat,3490268989.0
1812,gb_bc,5604159439.0
1813,gb_mdr,3385800000.0
1814,gb_umbf,3831643566.0
1815,gb_myc,287235495.0
1817,gb_lpx,4366997366.0
1818,gb_mfd,97922486.0
1819,gb_dcom,697317891.0
1820,gb_cub,1994876485.0
1821,gb_lgcy,380897942.0
1822,gb_adsk,29304081033.0
1823,gb_scs,1633704450.0
1825,gb_rsg,24263712000.0
1826,gb_leo,456166955.0
1827,gb_ofg,724237717.0
1828,gb_mcr,389557210.0
1829,gb_forr,861120000.0
1830,gb_vbf,203991403.0
1831,gb_nny,140822424.0
1832,gb_trip,7844488000.0
1833,gb_cbz,1294267150.0
1834,gb_shld,132300000.0
1836,gb_cm,41525245299.0
1837,gb_hayn,479350742.0
1838,gb_pra,2544218181.0
1839,gb_schw,69312890337.0
1840,gb_bio,9407886316.0
1841,gb_uboh,75166553.0
1842,gb_nnbr,525464550.0
1843,gb_wsbc,2304176550.0
1844,gb_eig,1429955448.0
1845,gb_yorw,393885143.0
1846,gb_gsvc,151066646.0
1847,gb_cy,5855898400.0
1848,gb_nca,268566814.0
1849,gb_wrb,9498748012.0
1851,gb_aciw,3160391461.0
1852,gb_kb,18000895809.0
1853,gb_cuz,3943295372.0
1854,gb_payx,25970060000.0
1855,gb_dva,12377631402.0
1857,gb_usb,88053951054.0
1858,gb_brks,2027912332.0
1859,gb_artna,352828634.0
1860,gb_lbai,916442300.0
1861,gb_cxw,3000449880.0
1862,gb_hlt,22771638457.0
1863,gb_mcy,2935362600.0
1864,gb_mhi,263085602.0
1865,gb_sino,14052154.0
1866,gb_wre,2474675060.0
1867,gb_tif,16357139999.0
1869,gb_mxwl,132800311.0
1870,gb_bse,82147064.0
1871,gb_etr,15413079878.0
1872,gb_tivo,1537137500.0
1874,gb_reg,11103469544.0
1875,gb_swks,16349106000.0
1876,gb_nxq,239843497.0
1877,gb_vmo,797513487.0
1878,gb_nc,245128283.0
1879,gb_bqh,36535984.0
1880,gb_npv,218605708.0
1881,gb_ntx,128548704.0
1882,gb_saft,1446139888.0
1883,gb_core,1563156456.0
1884,gb_bax,38627703372.0
1885,gb_exls,2081643542.0
1887,gb_btz,1313694960.0
1888,gb_wec,21535157826.0
1889,gb_bny,161993750.0
1890,gb_chy,940572540.0
1891,gb_jhs,157927896.0
1893,gb_bym,345919889.0
1894,gb_bbf,141495755.0
1895,gb_ffbc,3084004255.0
1896,gb_gfy,77005889.0
1897,gb_cvgw,1777842739.0
1898,gb_cl,58711200171.0
1899,gb_isca,1929107798.0
1900,gb_fmbi,2800113030.0
1901,gb_hfwa,1216254110.0
1902,gb_sbny,6529260816.0
1903,gb_nwsa,7911521597.0
1904,gb_lrcx,26872461760.0
1905,gb_echo,911875975.0
1906,gb_mini,1960530100.0
1907,gb_ess,16050057174.0
1908,gb_olp,537189000.0
1909,gb_trmb,9853557000.0
1910,gb_hd,228320165866.0
1912,gb_clx,18970885552.0
1913,gb_cr,5347023095.0
1914,gb_tg,718636795.0
1915,gb_hpp,5288909967.0
1916,gb_pnm,3218006409.0
1917,gb_gov,1664003030.0
1918,gb_hcsg,3046062330.0
1919,gb_dox,9206589960.0
1920,gb_crh,27301568000.0
1921,gb_erie,5872523404.0
1922,gb_ecl,42841524037.0
1924,gb_mlab,785766705.0
1925,gb_duk,58248720000.0
1926,gb_idxx,21048233920.0
1927,gb_kfy,3679256699.0
1928,gb_ms,84490746798.0
1929,gb_tgh,817186227.0
1930,gb_bpl,5696677526.0
1931,gb_ihg,12230752797.0
1932,gb_ry,115045255037.0
1933,gb_ame,17758684742.0
1934,gb_jkhy,11167269285.0
1935,gb_cree,4665611410.0
1936,gb_fwrd,1852583236.0
1937,gb_ssl,23114102509.0
1938,gb_kmt,3245428500.0
1940,gb_ebay,33645780000.0
1941,gb_tap,14821144000.0
1942,gb_cmp,2097029306.0
1943,gb_acn,105823514899.0
1944,gb_gs,89096342921.0
1945,gb_arlp,2673908335.0
1946,gb_din,1439190720.0
1947,gb_true,1274144256.0
1948,gb_insw,578680586.0
1949,gb_wms,1790291250.0
1950,gb_celp,92007454.0
1951,gb_rrr,2234322343.0
1952,gb_vlgea,373394681.0
1954,gb_muc,538362825.0
1955,gb_plow,996573504.0
1956,gb_ttc,6336862336.0
1958,gb_zbra,8897834594.0
1959,gb_fund,185292352.0
1960,gb_unty,260763300.0
1961,gb_luv,35315172679.0
1963,gb_team,18311543933.0
1964,gb_cfg,19773654674.0
1965,gb_snde,73669190.0
1966,gb_dgicb,398962929.0
1967,gb_sync,85483345.0
1969,gb_qgen,8568338640.0
1970,gb_tatt,65033005.0
1971,gb_grvy,138317854.0
1972,gb_fisi,503203424.0
1973,gb_nsys,10745312.0
