,_id,amount,classtype,close,date,high,low,market,open,stock_code,time,volume
0,5b445f09ae17be15ac56bcc3,17481508,kline_min1,10.29,2018-06-08,10.33,10.29,0,10.33,000001,931,1694100
1,5b445f09ae17be15ac571841,15486731,kline_min1,27.12,2018-06-08,27.17,27.1,0,27.1,000002,931,571100
3,5b445f0aae17be15ac576afc,21152,kline_min1,21.11,2018-06-08,21.25,21.11,0,21.25,000004,931,1000
5,5b445f0aae17be15ac57b3ce,125015,kline_min1,3.38,2018-06-08,3.39,3.38,0,3.39,000005,931,36900
8,5b445f0aae17be15ac5809de,177646,kline_min1,6.94,2018-06-08,6.94,6.91,0,6.94,000006,931,25600
9,5b445f0aae17be15ac584b94,514366,kline_min1,13.8,2018-06-08,13.94,13.8,0,13.94,000007,931,37000
12,5b445f0bae17be15ac58eace,248280,kline_min1,5.81,2018-06-08,5.81,5.78,0,5.78,000009,931,42800
14,5b445f0bae17be15ac5945b9,216033,kline_min1,3.76,2018-06-08,3.78,3.75,0,3.78,000010,931,57400
16,5b445f0bae17be15ac599f4c,244363,kline_min1,13.26,2018-06-08,13.3,13.26,0,13.27,000011,931,18400
18,5b445f3dae17be15ac59f976,376226,kline_min1,6.67,2018-06-08,6.68,6.66,0,6.68,000012,931,56400
19,5b445f3dae17be15ac5a54c6,1974604,kline_min1,13.07,2018-06-08,13.12,13.05,0,13.12,000014,931,150900
20,5b445f3eae17be15ac5aaf1b,1267006,kline_min1,5.38,2018-06-08,5.4,5.35,0,5.35,000016,931,236000
23,5b445f3eae17be15ac5b070e,44730,kline_min1,5.14,2018-06-08,5.15,5.14,0,5.14,000017,931,8700
25,5b445f3eae17be15ac5b5990,1112496,kline_min1,6.02,2018-06-08,6.02,6.02,0,6.02,000018,931,184800
27,5b445f3eae17be15ac5bb4c3,777538,kline_min1,8.95,2018-06-08,9.0,8.92,0,9.0,000019,931,86700
28,5b445f3fae17be15ac5bf079,984586,kline_min1,14.71,2018-06-08,14.89,14.66,0,14.66,000020,931,66300
30,5b445f3fae17be15ac5c44f2,591595,kline_min1,7.96,2018-06-08,7.97,7.95,0,7.97,000021,931,74300
32,5b445f3fae17be15ac5ca734,1177280,kline_min1,15.66,2018-06-08,15.66,15.48,0,15.48,000023,931,75700
36,5b445f66ae17be15ac5cff2a,603725,kline_min1,34.44,2018-06-08,34.58,34.44,0,34.58,000025,931,17500
37,5b445f66ae17be15ac5d597a,113395,kline_min1,10.3,2018-06-08,10.33,10.3,0,10.33,000026,931,11000
38,5b445f66ae17be15ac5db075,92425,kline_min1,5.62,2018-06-08,5.64,5.62,0,5.64,000027,931,16400
39,5b445f67ae17be15ac5e0a9c,78839,kline_min1,52.86,2018-06-08,52.86,52.51,0,52.51,000028,931,1500
40,5b445f67ae17be15ac5e6468,158468,kline_min1,6.97,2018-06-08,6.99,6.97,0,6.99,000030,931,22700
43,5b445f67ae17be15ac5ebea4,377118,kline_min1,6.64,2018-06-08,6.73,6.63,0,6.73,000031,931,56400
45,5b445f67ae17be15ac5ef2af,161616,kline_min1,8.66,2018-06-08,8.73,8.62,0,8.73,000032,931,18600
47,5b445f68ae17be15ac5f48bb,884878,kline_min1,17.57,2018-06-08,17.8,17.57,0,17.8,000034,931,49900
53,5b445f8eae17be15ac5f6e09,225493,kline_min1,7.23,2018-06-08,7.23,7.22,0,7.22,000036,931,31200
54,5b445f8eae17be15ac5fc218,154044,kline_min1,6.8,2018-06-08,6.88,6.8,0,6.88,000037,931,22400
55,5b445f8eae17be15ac605408,792533,kline_min1,15.37,2018-06-08,15.42,15.37,0,15.37,000039,931,51500
56,5b445f8fae17be15ac60af6c,1242991,kline_min1,11.4,2018-06-08,11.48,11.4,0,11.48,000040,931,108600
57,5b445f8fae17be15ac615603,73920,kline_min1,8.06,2018-06-08,8.13,8.06,0,8.13,000043,931,9100
59,5b445f8fae17be15ac61a81e,96998,kline_min1,7.35,2018-06-08,7.35,7.33,0,7.35,000045,931,13200
61,5b445f90ae17be15ac61ffcc,234343,kline_min1,6.97,2018-06-08,6.98,6.97,0,6.98,000046,931,33600
69,5b445fbaae17be15ac6294de,1207603,kline_min1,31.77,2018-06-08,31.9,31.71,0,31.9,000049,931,38000
70,5b445fbbae17be15ac62f028,5909274,kline_min1,16.76,2018-06-08,16.87,16.76,0,16.87,000050,931,350900
71,5b445fbbae17be15ac634698,182044,kline_min1,6.17,2018-06-08,6.18,6.16,0,6.18,000055,931,29500
72,5b445fbbae17be15ac639e2d,42705,kline_min1,9.49,2018-06-08,9.49,9.49,0,9.49,000056,931,4500
73,5b445fbbae17be15ac63cf26,38367,kline_min1,6.09,2018-06-08,6.09,6.09,0,6.09,000058,931,6300
74,5b445fbcae17be15ac64240c,921027,kline_min1,7.7,2018-06-08,7.72,7.7,0,7.72,000059,931,119400
75,5b445fbcae17be15ac647f36,1783720,kline_min1,5.92,2018-06-08,5.95,5.92,0,5.95,000060,931,300400
76,5b445fbcae17be15ac64d9b7,34196,kline_min1,6.44,2018-06-08,6.46,6.44,0,6.46,000061,931,5300
78,5b445fbcae17be15ac6531f7,813308,kline_min1,22.81,2018-06-08,23.0,22.8,0,23.0,000062,931,35500
86,5b445feaae17be15ac65e1d3,127306,kline_min1,8.67,2018-06-08,8.68,8.62,0,8.68,000065,931,14700
87,5b445febae17be15ac663bc9,2996409,kline_min1,7.76,2018-06-08,7.78,7.75,0,7.76,000066,931,385800
88,5b445febae17be15ac669306,7074,kline_min1,3.93,2018-06-08,3.93,3.93,0,3.93,000068,931,1800
89,5b445febae17be15ac66e3fe,2809256,kline_min1,7.9,2018-06-08,7.93,7.89,0,7.89,000069,931,355600
90,5b445febae17be15ac673e34,1890699,kline_min1,8.68,2018-06-08,8.72,8.68,0,8.72,000070,931,217000
91,5b445febae17be15ac679870,1069221,kline_min1,5.4,2018-06-08,5.43,5.4,0,5.43,000078,931,197300
93,5b445fecae17be15ac67f351,238257,kline_min1,7.42,2018-06-08,7.43,7.42,0,7.43,000088,931,32100
95,5b445fecae17be15ac684d4e,827192,kline_min1,8.3,2018-06-08,8.31,8.27,0,8.3,000089,931,99800
98,5b445fecae17be15ac68a750,47757,kline_min1,8.66,2018-06-08,8.69,8.66,0,8.69,000090,931,5500
100,5b445fedae17be15ac68fd22,87056,kline_min1,10.61,2018-06-08,10.7,10.61,0,10.7,000096,931,8200
105,5b44601bae17be15ac694b65,592833,kline_min1,7.59,2018-06-08,7.63,7.57,0,7.61,000099,931,78200
106,5b44601bae17be15ac69a5dd,1430762,kline_min1,3.17,2018-06-08,3.18,3.17,0,3.18,000100,931,451000
107,5b44601bae17be15ac69fc40,19668,kline_min1,28.02,2018-06-08,28.11,28.02,0,28.11,000150,931,700
108,5b44601bae17be15ac6a46b5,1079007,kline_min1,12.84,2018-06-08,12.87,12.83,0,12.87,000151,931,84000
109,5b44601cae17be15ac6a9d3c,68628,kline_min1,7.36,2018-06-08,7.38,7.36,0,7.38,000153,931,9300
111,5b44601cae17be15ac6af2b5,2511608,kline_min1,7.04,2018-06-08,7.04,7.01,0,7.01,000155,931,357900
114,5b44601cae17be15ac6b71c2,638956,kline_min1,4.18,2018-06-08,4.2,4.18,0,4.2,000157,931,152400
117,5b44601dae17be15ac6c266b,112900,kline_min1,4.15,2018-06-08,4.16,4.15,0,4.15,000159,931,27200
122,5b44604cae17be15ac6c7ba7,649712,kline_min1,4.67,2018-06-08,4.69,4.67,0,4.67,000166,931,138900
123,5b44604cae17be15ac6d3317,43464208,kline_min1,54.37,2018-06-08,54.49,54.13,0,54.13,000333,931,800700
124,5b44604dae17be15ac6d8e94,8126554,kline_min1,8.99,2018-06-08,9.02,8.99,0,9.02,000338,931,902300
125,5b44604dae17be15ac6de9df,1252015,kline_min1,8.77,2018-06-08,8.8,8.77,0,8.79,000400,931,142500
127,5b44604dae17be15ac6e451e,842514,kline_min1,11.18,2018-06-08,11.24,11.18,0,11.24,000401,931,75100
129,5b44604dae17be15ac6ea088,1031976,kline_min1,9.51,2018-06-08,9.53,9.51,0,9.51,000402,931,108500
131,5b44604eae17be15ac6ef670,936847,kline_min1,30.88,2018-06-08,31.0,30.88,0,30.9,000403,931,30300
133,5b44604eae17be15ac6f3737,83077,kline_min1,4.99,2018-06-08,4.99,4.97,0,4.97,000404,931,16700
135,5b44604eae17be15ac6f8b9b,28885,kline_min1,5.45,2018-06-08,5.45,5.45,0,5.45,000407,931,5300
3152,5b44607bae17be15ac6fdc9e,220243,kline_min1,14.95,2018-06-08,15.0,14.95,0,15.0,000408,932,14700
141,5b44607bae17be15ac70898d,1798172,kline_min1,9.15,2018-06-08,9.15,9.09,0,9.09,000410,931,197000
142,5b44607cae17be15ac70dff1,90240,kline_min1,24.39,2018-06-08,24.5,24.37,0,24.5,000411,931,3700
144,5b44607cae17be15ac712c3c,2634049,kline_min1,7.31,2018-06-08,7.31,7.3,0,7.31,000413,931,360400
146,5b44607cae17be15ac71b2e7,131269,kline_min1,5.63,2018-06-08,5.71,5.63,0,5.71,000416,931,23200
148,5b44607cae17be15ac7208e9,34508,kline_min1,6.92,2018-06-08,6.92,6.9,0,6.9,000417,931,5000
150,5b44607dae17be15ac726259,5267656,kline_min1,72.9,2018-06-08,72.9,71.75,0,72.35,000418,931,72800
152,5b44607dae17be15ac72ba8d,16610,kline_min1,5.52,2018-06-08,5.56,5.52,0,5.56,000419,931,3000
158,5b4460b1ae17be15ac730162,152195,kline_min1,2.6,2018-06-08,2.6,2.59,0,2.6,000420,931,58600
159,5b4460b1ae17be15ac7359f6,77052,kline_min1,5.3,2018-06-08,5.36,5.3,0,5.36,000421,931,14400
160,5b4460b1ae17be15ac73ac1e,245240,kline_min1,2.19,2018-06-08,2.2,2.19,0,2.19,000422,931,111800
161,5b4460b2ae17be15ac7405cd,2002968,kline_min1,58.9,2018-06-08,58.98,58.82,0,58.98,000423,931,34000
162,5b4460b2ae17be15ac74613b,2941538,kline_min1,4.16,2018-06-08,4.18,4.16,0,4.18,000425,931,705100
164,5b4460b2ae17be15ac74adbc,1425457,kline_min1,7.52,2018-06-08,7.52,7.49,0,7.49,000426,931,190000
166,5b4460b2ae17be15ac750d74,91437,kline_min1,3.37,2018-06-08,3.38,3.37,0,3.38,000428,931,27100
168,5b4460b3ae17be15ac755847,702067,kline_min1,8.06,2018-06-08,8.08,8.02,0,8.08,000429,931,87000
170,5b4460b3ae17be15ac75ac3a,6768,kline_min1,7.52,2018-06-08,7.52,7.52,0,7.52,000430,931,900
172,5b4460b3ae17be15ac75faed,946861,kline_min1,14.16,2018-06-08,14.22,14.16,0,14.22,000488,931,66700
178,5b4460e5ae17be15ac7654b6,63992,kline_min1,5.2,2018-06-08,5.21,5.19,0,5.21,000498,931,12300
179,5b4460e5ae17be15ac76ac8a,591654,kline_min1,13.88,2018-06-08,13.94,13.88,0,13.94,000501,931,42500
180,5b4460e5ae17be15ac774c65,1960639,kline_min1,38.54,2018-06-08,38.79,38.45,0,38.79,000503,931,50900
3190,5b4460e6ae17be15ac779c25,503980,kline_min1,22.24,2018-06-08,22.24,22.2,0,22.2,000504,932,22700
181,5b4460e6ae17be15ac77e827,381598,kline_min1,7.86,2018-06-08,7.86,7.85,0,7.85,000505,931,48600
184,5b4460e6ae17be15ac788596,710813,kline_min1,10.17,2018-06-08,10.18,10.16,0,10.18,000507,931,69900
187,5b4460e7ae17be15ac790806,80221,kline_min1,6.07,2018-06-08,6.09,6.06,0,6.06,000510,931,13200
9152,5b446116ae17be15ac7953bb,3460,kline_min1,3.46,2018-06-08,3.46,3.46,0,3.46,000511,934,1000
194,5b446116ae17be15ac796849,865897,kline_min1,66.45,2018-06-08,66.71,66.38,0,66.71,000513,931,13000
195,5b446116ae17be15ac79c211,160639,kline_min1,6.15,2018-06-08,6.18,6.15,0,6.18,000514,931,26100
196,5b446116ae17be15ac7a1a36,3642898,kline_min1,5.79,2018-06-08,5.85,5.79,0,5.84,000516,931,624300
197,5b446117ae17be15ac7a7239,358359,kline_min1,3.51,2018-06-08,3.54,3.51,0,3.53,000517,931,101400
198,5b446117ae17be15ac7acaa1,191088,kline_min1,5.3,2018-06-08,5.33,5.3,0,5.33,000518,931,36000
199,5b446117ae17be15ac7b21fd,630600,kline_min1,8.4,2018-06-08,8.43,8.39,0,8.43,000519,931,75000
201,5b446117ae17be15ac7b7c03,276236,kline_min1,3.37,2018-06-08,3.37,3.35,0,3.35,000520,931,82400
203,5b446118ae17be15ac7bd2db,298792,kline_min1,4.24,2018-06-08,4.25,4.24,0,4.25,000521,931,70400
212,5b446147ae17be15ac7c7183,138060,kline_min1,9.72,2018-06-08,9.81,9.71,0,9.81,000524,931,14200
213,5b446148ae17be15ac7cc949,1001603,kline_min1,18.91,2018-06-08,18.99,18.91,0,18.99,000525,931,52800
214,5b446148ae17be15ac7d3ed5,2214146,kline_min1,9.78,2018-06-08,9.84,9.78,0,9.79,000528,931,226100
215,5b446148ae17be15ac7d9687,3115,kline_min1,6.23,2018-06-08,6.23,6.23,0,6.23,000529,931,500
216,5b446148ae17be15ac7de8d0,1740448,kline_min1,4.62,2018-06-08,4.64,4.61,0,4.64,000530,931,375700
217,5b446149ae17be15ac7e3c04,7922,kline_min1,6.1,2018-06-08,6.1,6.09,0,6.09,000531,931,1300
218,5b446149ae17be15ac7e860f,40388760,kline_min1,12.35,2018-06-08,12.45,12.27,0,12.28,000532,931,3269700
220,5b446149ae17be15ac7edf82,474108,kline_min1,4.13,2018-06-08,4.15,4.13,0,4.14,000533,931,114600
221,5b446149ae17be15ac7f2945,69840,kline_min1,13.45,2018-06-08,13.45,13.4,0,13.4,000534,931,5200
229,5b446177ae17be15ac7f68c7,220258,kline_min1,3.17,2018-06-08,3.19,3.17,0,3.19,000536,931,69200
231,5b446178ae17be15ac7fc3aa,687031,kline_min1,12.18,2018-06-08,12.19,12.18,0,12.18,000537,931,56400
232,5b446178ae17be15ac801ef9,3057474,kline_min1,108.83,2018-06-08,108.96,108.71,0,108.71,000538,931,28100
6207,5b446178ae17be15ac80753b,456,kline_min1,4.56,2018-06-08,4.56,4.56,0,4.56,000539,933,100
233,5b446178ae17be15ac80c413,149469,kline_min1,6.81,2018-06-08,6.85,6.81,0,6.85,000541,931,21900
234,5b446179ae17be15ac811f0e,671622,kline_min1,4.85,2018-06-08,4.87,4.85,0,4.87,000543,931,138200
3243,5b446179ae17be15ac817741,22386,kline_min1,8.61,2018-06-08,8.61,8.61,0,8.61,000544,932,2600
235,5b446179ae17be15ac81b8e1,459978,kline_min1,3.75,2018-06-08,3.75,3.73,0,3.73,000545,931,123000
237,5b446179ae17be15ac82246d,279680,kline_min1,12.54,2018-06-08,12.58,12.46,0,12.58,000546,931,22300
247,5b4461acae17be15ac827e7e,318191,kline_min1,9.12,2018-06-08,9.16,9.12,0,9.16,000547,931,34800
248,5b4461acae17be15ac82bdf8,409178,kline_min1,5.08,2018-06-08,5.11,5.08,0,5.11,000548,931,80400
249,5b4461adae17be15ac830f5e,146065,kline_min1,13.51,2018-06-08,13.53,13.51,0,13.53,000550,931,10800
250,5b4461adae17be15ac836503,30317,kline_min1,6.73,2018-06-08,6.74,6.73,0,6.74,000551,931,4500
251,5b4461adae17be15ac83b8b0,261542,kline_min1,3.33,2018-06-08,3.33,3.32,0,3.33,000552,931,78600
252,5b4461adae17be15ac8413f5,701760,kline_min1,16.49,2018-06-08,16.49,16.35,0,16.35,000553,931,42800
253,5b4461adae17be15ac846df6,423579,kline_min1,6.85,2018-06-08,6.85,6.78,0,6.78,000554,931,62200
254,5b4461aeae17be15ac84c726,2891280,kline_min1,12.18,2018-06-08,12.33,12.15,0,12.33,000555,931,235600
256,5b4461aeae17be15ac85206a,64702,kline_min1,3.74,2018-06-08,3.74,3.74,0,3.74,000557,931,17300
258,5b4461aeae17be15ac8572aa,1828760,kline_min1,4.66,2018-06-08,4.71,4.66,0,4.71,000558,931,389700
266,5b4461dfae17be15ac85c8f3,478077,kline_min1,7.99,2018-06-08,8.0,7.96,0,7.98,000559,931,59900
267,5b4461e0ae17be15ac8623a0,365536,kline_min1,7.99,2018-06-08,8.0,7.98,0,7.98,000560,931,45800
268,5b4461e0ae17be15ac867c0b,198425,kline_min1,6.4,2018-06-08,6.41,6.39,0,6.41,000561,931,31000
269,5b4461e0ae17be15ac86d59a,217544,kline_min1,3.71,2018-06-08,3.72,3.71,0,3.71,000563,931,58600
270,5b4461e0ae17be15ac873937,15360,kline_min1,5.88,2018-06-08,5.92,5.88,0,5.92,000565,931,2600
271,5b4461e1ae17be15ac879715,2482351,kline_min1,18.38,2018-06-08,18.39,18.2,0,18.2,000567,931,136300
272,5b4461e1ae17be15ac87f0ee,3334659,kline_min1,67.95,2018-06-08,68.27,67.93,0,68.1,000568,931,49000
274,5b4461e1ae17be15ac8844c1,8024,kline_min1,4.72,2018-06-08,4.72,4.72,0,4.72,000570,931,1700
282,5b446214ae17be15ac888e5d,4393482,kline_min1,5.23,2018-06-08,5.25,5.21,0,5.24,000571,931,840500
284,5b446214ae17be15ac88e8b8,846552,kline_min1,3.91,2018-06-08,3.92,3.91,0,3.91,000572,931,216200
285,5b446214ae17be15ac8940f8,323933,kline_min1,4.21,2018-06-08,4.21,4.18,0,4.21,000573,931,77300
286,5b446214ae17be15ac898e0e,50820,kline_min1,20.3,2018-06-08,20.37,20.23,0,20.37,000576,931,2500
287,5b446215ae17be15ac89df73,2548214,kline_min1,22.68,2018-06-08,22.68,22.63,0,22.63,000581,931,112600
288,5b446215ae17be15ac8a39cc,100207,kline_min1,8.65,2018-06-08,8.65,8.62,0,8.65,000582,931,11600
289,5b446215ae17be15ac8adf0f,140066,kline_min1,2.24,2018-06-08,2.25,2.24,0,2.25,000585,931,62500
290,5b446216ae17be15ac8b2bfe,246231,kline_min1,12.31,2018-06-08,12.37,12.11,0,12.25,000586,931,20000
297,5b44624bae17be15ac8bd0f4,38050,kline_min1,3.73,2018-06-08,3.74,3.73,0,3.73,000589,931,10200
299,5b44624cae17be15ac8c1f1c,37372,kline_min1,12.03,2018-06-08,12.24,12.01,0,12.24,000590,931,3100
301,5b44624cae17be15ac8c69e9,372102,kline_min1,4.33,2018-06-08,4.34,4.32,0,4.33,000591,931,85900
302,5b44624cae17be15ac8cc527,122654,kline_min1,3.46,2018-06-08,3.49,3.46,0,3.47,000592,931,35300
303,5b44624dae17be15ac8d7451,87802,kline_min1,4.16,2018-06-08,4.16,4.14,0,4.16,000595,931,21200
304,5b44624dae17be15ac8dc8c4,2352307,kline_min1,85.52,2018-06-08,85.67,85.43,0,85.43,000596,931,27500
305,5b44624dae17be15ac8e23e9,458733,kline_min1,11.87,2018-06-08,11.87,11.85,0,11.85,000597,931,38700
306,5b44624dae17be15ac8e7eca,326851,kline_min1,4.65,2018-06-08,4.65,4.64,0,4.65,000598,931,70300
308,5b44624eae17be15ac8ed7a6,380254,kline_min1,5.96,2018-06-08,5.98,5.96,0,5.98,000599,931,63600
317,5b446286ae17be15ac8f2ca2,346739,kline_min1,6.16,2018-06-08,6.18,6.16,0,6.18,000600,931,56200
319,5b446286ae17be15ac8f8657,36856,kline_min1,6.04,2018-06-08,6.05,6.04,0,6.04,000601,931,6100
320,5b446286ae17be15ac8fc569,203475,kline_min1,11.14,2018-06-08,11.15,11.11,0,11.11,000603,931,18300
321,5b446286ae17be15ac9031cb,510801,kline_min1,16.2,2018-06-08,16.23,16.18,0,16.23,000605,931,31500
322,5b446287ae17be15ac908bad,445791,kline_min1,7.57,2018-06-08,7.57,7.55,0,7.57,000606,931,59000
323,5b446287ae17be15ac90d464,29500,kline_min1,5.0,2018-06-08,5.0,5.0,0,5.0,000607,931,5900
324,5b446287ae17be15ac9121e8,118607,kline_min1,6.7,2018-06-08,6.71,6.7,0,6.7,000608,931,17700
3333,5b446287ae17be15ac917192,26912,kline_min1,8.41,2018-06-08,8.41,8.41,0,8.41,000609,932,3200
325,5b446288ae17be15ac91c156,250562,kline_min1,7.16,2018-06-08,7.18,7.16,0,7.18,000610,931,34900
334,5b4462baae17be15ac925044,123073,kline_min1,5.88,2018-06-08,5.9,5.87,0,5.89,000612,931,20900
336,5b4462baae17be15ac92ab34,9990066,kline_min1,11.55,2018-06-08,11.59,11.52,0,11.59,000613,931,863100
338,5b4462baae17be15ac92f59d,729464,kline_min1,7.36,2018-06-08,7.4,7.36,0,7.4,000615,931,98800
339,5b4462bbae17be15ac9388d4,62991,kline_min1,12.59,2018-06-08,12.6,12.59,0,12.6,000617,931,5000
340,5b4462bbae17be15ac93d7bb,556230,kline_min1,7.24,2018-06-08,7.28,7.24,0,7.28,000619,931,76600
341,5b4462bbae17be15ac942309,1152110,kline_min1,5.85,2018-06-08,5.91,5.84,0,5.9,000620,931,195700
3351,5b4462bbae17be15ac94763b,59943,kline_min1,3.77,2018-06-08,3.77,3.77,0,3.77,000622,932,15900
342,5b4462bcae17be15ac94bdde,597401,kline_min1,19.35,2018-06-08,19.42,19.35,0,19.42,000623,931,30800
343,5b4462bcae17be15ac951934,748470,kline_min1,10.12,2018-06-08,10.15,10.11,0,10.15,000625,931,73800
351,5b4462efae17be15ac957305,134117,kline_min1,8.04,2018-06-08,8.07,8.01,0,8.07,000626,931,16700
353,5b4462f0ae17be15ac95cb81,1501961,kline_min1,7.68,2018-06-08,7.71,7.67,0,7.71,000627,931,195300
354,5b4462f0ae17be15ac9624fe,184646,kline_min1,9.27,2018-06-08,9.27,9.1,0,9.1,000628,931,20200
355,5b4462f0ae17be15ac967db1,3787399,kline_min1,2.53,2018-06-08,2.54,2.53,0,2.54,000630,931,1493200
356,5b4462f0ae17be15ac96d8e8,37407,kline_min1,3.69,2018-06-08,3.71,3.69,0,3.71,000631,931,10100
357,5b4462f1ae17be15ac9731ff,3253552,kline_min1,6.5,2018-06-08,6.65,6.49,0,6.65,000632,931,494400
358,5b4462f1ae17be15ac9783e8,135348,kline_min1,8.7,2018-06-08,8.72,8.63,0,8.63,000633,931,15600
359,5b4462f1ae17be15ac97d13b,181694,kline_min1,11.18,2018-06-08,11.18,11.14,0,11.14,000635,931,16300
360,5b4462f1ae17be15ac98295b,7149669,kline_min1,13.94,2018-06-08,13.96,13.93,0,13.96,000636,931,512600
361,5b4462f2ae17be15ac988167,100783,kline_min1,5.01,2018-06-08,5.03,5.0,0,5.0,000637,931,20100
370,5b446326ae17be15ac98d42d,88052,kline_min1,6.9,2018-06-08,6.93,6.87,0,6.87,000638,931,12800
372,5b446326ae17be15ac992e55,1186966,kline_min1,15.0,2018-06-08,15.05,14.94,0,14.97,000639,931,79300
373,5b446327ae17be15ac9988dc,2126350,kline_min1,6.2,2018-06-08,6.23,6.19,0,6.2,000650,931,342600
374,5b446327ae17be15ac99e38e,91355152,kline_min1,48.05,2018-06-08,48.08,47.93,0,47.95,000651,931,1904500
375,5b446327ae17be15ac9a3e7b,646623,kline_min1,3.77,2018-06-08,3.81,3.76,0,3.81,000652,931,170300
376,5b446327ae17be15ac9a9481,387,kline_min1,3.87,2018-06-08,3.87,3.87,0,3.87,000655,931,100
377,5b446327ae17be15ac9ae856,532131,kline_min1,5.0,2018-06-08,5.04,5.0,0,5.04,000656,931,106100
378,5b446328ae17be15ac9b41ec,122502,kline_min1,10.96,2018-06-08,11.07,10.96,0,11.07,000657,931,11100
379,5b446328ae17be15ac9b9aba,232977,kline_min1,2.97,2018-06-08,2.98,2.97,0,2.98,000659,931,78200
381,5b446328ae17be15ac9bf108,15850028,kline_min1,218.3,2018-06-08,218.35,215.6,0,215.6,000661,931,73100
390,5b44635cae17be15ac9c4bff,1098103,kline_min1,9.65,2018-06-08,9.71,9.62,0,9.71,000662,931,113400
392,5b44635cae17be15ac9ca642,793283,kline_min1,8.58,2018-06-08,8.59,8.56,0,8.59,000663,931,92500
393,5b44635dae17be15ac9d01a1,1439301,kline_min1,10.2,2018-06-08,10.29,10.19,0,10.29,000665,931,140800
394,5b44635dae17be15ac9da6a1,575892,kline_min1,2.43,2018-06-08,2.43,2.42,0,2.43,000667,931,237000
395,5b44635dae17be15ac9df843,25204,kline_min1,12.62,2018-06-08,12.62,12.5,0,12.5,000668,931,2000
396,5b44635eae17be15ac9e9084,1023372,kline_min1,5.4,2018-06-08,5.42,5.4,0,5.4,000670,931,189400
397,5b44635eae17be15ac9eebfa,3692358,kline_min1,6.48,2018-06-08,6.5,6.47,0,6.47,000671,931,569400
398,5b44635eae17be15ac9f4765,939139,kline_min1,9.15,2018-06-08,9.23,9.15,0,9.23,000672,931,102200
407,5b446392ae17be15ac9ffa41,446366,kline_min1,13.45,2018-06-08,13.49,13.42,0,13.42,000676,931,33200
408,5b446393ae17be15aca05408,563975,kline_min1,3.62,2018-06-08,3.65,3.61,0,3.61,000677,931,156200
410,5b446393ae17be15aca0a453,90891,kline_min1,5.55,2018-06-08,5.6,5.55,0,5.6,000678,931,16300
412,5b446393ae17be15aca0eb0e,207601,kline_min1,5.41,2018-06-08,5.45,5.41,0,5.45,000679,931,38300
413,5b446393ae17be15aca13e92,163714,kline_min1,3.87,2018-06-08,3.88,3.87,0,3.88,000680,931,42200
414,5b446393ae17be15aca19961,1361590,kline_min1,28.04,2018-06-08,28.24,28.04,0,28.24,000681,931,48400
415,5b446394ae17be15aca1f1a6,68863,kline_min1,4.17,2018-06-08,4.18,4.17,0,4.17,000682,931,16500
416,5b446394ae17be15aca241c7,593422,kline_min1,2.92,2018-06-08,2.93,2.92,0,2.93,000683,931,203000
417,5b446394ae17be15aca29cb2,237596,kline_min1,8.89,2018-06-08,8.93,8.89,0,8.93,000685,931,26700
424,5b4463c9ae17be15aca2f72e,1102187,kline_min1,7.25,2018-06-08,7.27,7.22,0,7.27,000686,931,152000
426,5b4463c9ae17be15aca35200,274437,kline_min1,10.04,2018-06-08,10.08,10.03,0,10.08,000687,931,27300
428,5b4463c9ae17be15aca3ab2f,465370,kline_min1,10.96,2018-06-08,10.96,10.9,0,10.95,000688,931,42500
431,5b4463caae17be15aca4018c,379557,kline_min1,7.95,2018-06-08,7.99,7.95,0,7.99,000690,931,47700
432,5b4463caae17be15aca459a8,822096,kline_min1,5.53,2018-06-08,5.57,5.53,0,5.57,000691,931,147800
433,5b4463caae17be15aca4a243,248798,kline_min1,3.44,2018-06-08,3.73,3.44,0,3.73,000692,931,71400
434,5b4463caae17be15aca4efe3,199899,kline_min1,10.05,2018-06-08,10.05,10.04,0,10.04,000695,931,19900
435,5b4463cbae17be15aca53ac2,5900939,kline_min1,18.18,2018-06-08,18.24,18.02,0,18.02,000697,931,326200
436,5b4463cbae17be15aca59152,48410,kline_min1,4.7,2018-06-08,4.7,4.7,0,4.7,000698,931,10300
441,5b4463fcae17be15aca5e2d0,71629,kline_min1,4.19,2018-06-08,4.19,4.18,0,4.19,000700,931,17100
442,5b4463fcae17be15aca6335e,59806,kline_min1,7.88,2018-06-08,7.88,7.86,0,7.86,000701,931,7600
444,5b4463fcae17be15aca68d2a,135485,kline_min1,6.2,2018-06-08,6.24,6.2,0,6.24,000702,931,21800
446,5b4463fdae17be15aca6e558,3106290,kline_min1,16.17,2018-06-08,16.17,16.1,0,16.14,000703,931,192500
448,5b4463fdae17be15aca73c0a,111487,kline_min1,7.08,2018-06-08,7.12,7.08,0,7.12,000705,931,15700
450,5b4463fdae17be15aca78df0,246297,kline_min1,2.94,2018-06-08,2.94,2.92,0,2.93,000707,931,84000
451,5b4463fdae17be15aca7e18a,920094,kline_min1,10.09,2018-06-08,10.24,10.08,0,10.24,000708,931,90500
452,5b4463feae17be15aca83b03,2230210,kline_min1,3.13,2018-06-08,3.14,3.13,0,3.14,000709,931,711600
453,5b4463feae17be15aca895de,4353726,kline_min1,57.74,2018-06-08,57.83,57.15,0,57.83,000710,931,75600
