,_id,amount,classtype,close,date,high,low,market,open,stock_code,time,volume
1250,5b446e94ae17be1640fca326,35376,kline_min1,10.72,2018-06-08,10.72,10.72,0,10.72,300120,931,3300
1251,5b446e94ae17be1640fcf369,1611981,kline_min1,14.35,2018-06-08,14.43,14.29,0,14.43,300121,931,112300
1253,5b446e94ae17be1640fd486b,9580242,kline_min1,46.69,2018-06-08,46.78,46.6,0,46.69,300122,931,205200
1255,5b446e95ae17be1640fda2f1,78389,kline_min1,13.26,2018-06-08,13.37,13.26,0,13.37,300123,931,5900
1256,5b446e95ae17be1640fdfb21,4629665,kline_min1,33.46,2018-06-08,33.56,33.46,0,33.56,300124,931,138100
1258,5b446e95ae17be1640fe4bd4,17844,kline_min1,17.62,2018-06-08,17.9,17.62,0,17.9,300125,931,1000
1260,5b446e95ae17be1640fe7ff4,36542,kline_min1,5.53,2018-06-08,5.55,5.53,0,5.55,300126,931,6600
1262,5b446e95ae17be1640feceae,311723,kline_min1,14.33,2018-06-08,14.4,14.33,0,14.4,300127,931,21700
1267,5b446ed7ae17be1640ff7cdb,149169,kline_min1,4.32,2018-06-08,4.33,4.31,0,4.33,300129,931,34500
1268,5b446ed7ae17be1640ffcd3c,860131,kline_min1,13.6,2018-06-08,13.67,13.58,0,13.67,300130,931,63000
1270,5b446ed7ae17be1640007752,2549012,kline_min1,11.37,2018-06-08,11.46,11.32,0,11.4,300132,931,223300
1272,5b446ed8ae17be164000cd46,153863,kline_min1,10.32,2018-06-08,10.36,10.32,0,10.34,300133,931,14900
1273,5b446ed8ae17be1640011f6d,6629091,kline_min1,10.28,2018-06-08,10.31,10.28,0,10.29,300134,931,643900
1276,5b446ed8ae17be1640017fef,282711,kline_min1,2.99,2018-06-08,2.99,2.98,0,2.99,300135,931,94800
1277,5b446ed8ae17be164001d655,10148312,kline_min1,36.8,2018-06-08,36.99,36.58,0,36.58,300136,931,276500
1280,5b446ed9ae17be16400231b7,775535,kline_min1,17.73,2018-06-08,17.8,17.73,0,17.8,300137,931,43600
1285,5b446f1fae17be1640028cf2,369668,kline_min1,13.55,2018-06-08,13.63,13.52,0,13.63,300138,931,27200
1286,5b446f1fae17be164002e536,1796878,kline_min1,7.5,2018-06-08,7.5,7.48,0,7.48,300139,931,239900
1287,5b446f1fae17be1640033b69,299028,kline_min1,9.92,2018-06-08,9.96,9.92,0,9.96,300140,931,30100
1288,5b446f20ae17be164003954c,59895,kline_min1,9.17,2018-06-08,9.28,9.17,0,9.28,300141,931,6500
1290,5b446f20ae17be164003ec52,5947745,kline_min1,23.45,2018-06-08,23.45,23.07,0,23.07,300142,931,255100
1292,5b446f20ae17be164004474a,47543,kline_min1,15.29,2018-06-08,15.37,15.28,0,15.37,300143,931,3100
1294,5b446f20ae17be1640049aea,6015035,kline_min1,23.69,2018-06-08,23.74,23.69,0,23.71,300144,931,253700
1296,5b446f21ae17be164004f63c,777885,kline_min1,8.97,2018-06-08,9.02,8.97,0,9.02,300145,931,86500
1299,5b446f21ae17be1640058838,435067,kline_min1,8.81,2018-06-08,8.86,8.79,0,8.79,300147,931,49400
1304,5b446f67ae17be164005e248,738042,kline_min1,5.13,2018-06-08,5.13,5.12,0,5.12,300148,931,144100
1305,5b446f67ae17be1640063d16,652837,kline_min1,19.74,2018-06-08,19.78,19.6,0,19.6,300149,931,33100
7279,5b446f67ae17be1640068f21,2084,kline_min1,5.21,2018-06-08,5.21,5.21,0,5.21,300150,933,400
1306,5b446f68ae17be164006e766,14263,kline_min1,6.83,2018-06-08,6.83,6.79,0,6.79,300151,931,2100
1308,5b446f68ae17be1640073e0a,375331,kline_min1,3.37,2018-06-08,3.38,3.37,0,3.38,300152,931,111300
1310,5b446f68ae17be16400793f8,31176,kline_min1,8.67,2018-06-08,8.67,8.65,0,8.65,300153,931,3600
1312,5b446f68ae17be164007e76b,6158,kline_min1,5.58,2018-06-08,5.62,5.58,0,5.62,300154,931,1100
1313,5b446f69ae17be16400839dd,53758,kline_min1,5.13,2018-06-08,5.13,5.11,0,5.12,300155,931,10500
1315,5b446f69ae17be1640089349,3154619,kline_min1,7.74,2018-06-08,7.74,7.7,0,7.7,300156,931,408400
1317,5b446f69ae17be164008e24b,1684922,kline_min1,7.66,2018-06-08,7.7,7.66,0,7.7,300157,931,219300
1322,5b446fafae17be164009383b,1662749,kline_min1,12.75,2018-06-08,12.78,12.72,0,12.78,300158,931,130300
1323,5b446fafae17be16400992a1,3221461,kline_min1,8.18,2018-06-08,8.24,8.18,0,8.24,300159,931,391800
1324,5b446fafae17be164009dfbf,217882,kline_min1,4.99,2018-06-08,5.04,4.94,0,4.95,300160,931,43600
1325,5b446fafae17be16400a33b6,799947,kline_min1,14.55,2018-06-08,14.56,14.5,0,14.5,300161,931,55100
1326,5b446fb0ae17be16400a8dd2,9077533,kline_min1,9.9,2018-06-08,9.9,9.7,0,9.74,300162,931,928200
1328,5b446fb0ae17be16400ae110,185896,kline_min1,3.94,2018-06-08,3.97,3.94,0,3.97,300163,931,47100
1330,5b446fb0ae17be16400b335e,2080447,kline_min1,8.1,2018-06-08,8.13,8.06,0,8.06,300164,931,257100
1333,5b446fb1ae17be16400b88ab,154336,kline_min1,6.64,2018-06-08,6.66,6.63,0,6.66,300165,931,23200
1334,5b446fb1ae17be16400be25c,19703268,kline_min1,14.02,2018-06-08,14.09,14.02,0,14.09,300166,931,1400500
1336,5b446fb1ae17be16400c3d02,94293,kline_min1,6.4,2018-06-08,6.44,6.38,0,6.44,300167,931,14700
1342,5b446ff8ae17be16400c9102,2104011,kline_min1,26.01,2018-06-08,26.01,25.88,0,25.88,300168,931,81200
1343,5b446ff9ae17be16400ce7d1,264117,kline_min1,5.28,2018-06-08,5.33,5.28,0,5.33,300169,931,49900
1344,5b446ff9ae17be16400d3324,8912381,kline_min1,15.36,2018-06-08,15.45,15.36,0,15.38,300170,931,579200
1345,5b446ff9ae17be16400d8ac9,120592,kline_min1,7.73,2018-06-08,7.76,7.72,0,7.72,300171,931,15600
4337,5b446ff9ae17be16400ddf86,32950,kline_min1,6.59,2018-06-08,6.59,6.59,0,6.59,300172,932,5000
1347,5b446ffaae17be16400e33be,91268,kline_min1,7.04,2018-06-08,7.08,7.04,0,7.08,300173,931,12900
1349,5b446ffaae17be16400e66ad,22533,kline_min1,22.47,2018-06-08,22.68,22.47,0,22.68,300174,931,1000
1351,5b446ffaae17be16400eb1be,233537,kline_min1,5.14,2018-06-08,5.15,5.14,0,5.15,300175,931,45400
1353,5b446ffaae17be16400f0951,1370457,kline_min1,75.84,2018-06-08,76.29,75.72,0,76.29,300176,931,18000
1355,5b446ffaae17be16400f5c24,4286355,kline_min1,12.9,2018-06-08,12.92,12.87,0,12.87,300177,931,332700
1361,5b447041ae17be16400fb693,821071,kline_min1,15.94,2018-06-08,16.04,15.94,0,16.02,300178,931,51300
1362,5b447041ae17be1640100d99,66339,kline_min1,6.0,2018-06-08,6.0,5.95,0,5.96,300179,931,11100
1363,5b447041ae17be164010626e,418564,kline_min1,22.7,2018-06-08,22.85,22.65,0,22.85,300180,931,18400
1364,5b447042ae17be164010b4ed,399130,kline_min1,6.37,2018-06-08,6.37,6.33,0,6.34,300181,931,62900
1365,5b447042ae17be1640110f9a,1428782,kline_min1,8.5,2018-06-08,8.54,8.5,0,8.52,300182,931,167500
1367,5b447042ae17be1640116ab6,755399,kline_min1,15.77,2018-06-08,15.9,15.77,0,15.9,300183,931,47700
1369,5b447042ae17be164011c599,1009739,kline_min1,11.29,2018-06-08,11.3,11.2,0,11.22,300184,931,89700
1371,5b447043ae17be164012209a,96513,kline_min1,2.04,2018-06-08,2.05,2.04,0,2.04,300185,931,47300
1373,5b447043ae17be164012a7b4,7229058,kline_min1,16.1,2018-06-08,16.2,16.06,0,16.2,300188,931,448200
1379,5b44708bae17be164013025e,542889,kline_min1,3.87,2018-06-08,3.89,3.87,0,3.87,300189,931,140100
1381,5b44708bae17be1640135ac4,210012,kline_min1,10.68,2018-06-08,10.69,10.57,0,10.57,300190,931,19800
1382,5b44708cae17be164013b44f,755400,kline_min1,20.75,2018-06-08,20.85,20.51,0,20.85,300191,931,36400
1383,5b44708cae17be1640140d75,3182172,kline_min1,11.04,2018-06-08,11.05,10.94,0,10.94,300192,931,290000
1384,5b44708cae17be1640146288,33466,kline_min1,6.55,2018-06-08,6.58,6.55,0,6.58,300193,931,5100
1385,5b44708dae17be164014b773,176048,kline_min1,5.31,2018-06-08,5.33,5.29,0,5.33,300194,931,33200
1386,5b44708dae17be1640150dac,274757,kline_min1,11.36,2018-06-08,11.49,11.36,0,11.45,300195,931,24000
4379,5b44708dae17be1640155be3,5080,kline_min1,10.16,2018-06-08,10.16,10.16,0,10.16,300196,932,500
1395,5b4470d5ae17be1640163d9b,4334922,kline_min1,18.41,2018-06-08,18.51,18.41,0,18.5,300199,931,234500
1397,5b4470d6ae17be16401696a4,104184,kline_min1,9.15,2018-06-08,9.22,9.09,0,9.09,300200,931,11400
7371,5b4470d6ae17be164016e9c6,4063,kline_min1,5.07,2018-06-08,5.08,5.07,0,5.08,300201,933,800
1398,5b4470d6ae17be164017418c,95505,kline_min1,19.45,2018-06-08,19.65,19.45,0,19.65,300202,931,4900
1399,5b4470d6ae17be1640179be9,508803,kline_min1,25.15,2018-06-08,25.22,25.1,0,25.21,300203,931,20200
1400,5b4470d7ae17be164017f4cd,21178,kline_min1,12.45,2018-06-08,12.58,12.45,0,12.58,300204,931,1700
1401,5b4470d7ae17be1640184b25,713195,kline_min1,8.2,2018-06-08,8.2,8.15,0,8.2,300205,931,87300
1403,5b4470d7ae17be164018a002,22260,kline_min1,7.42,2018-06-08,7.42,7.42,0,7.42,300206,931,3000
1405,5b4470d7ae17be164018f661,2168916,kline_min1,11.68,2018-06-08,11.69,11.6,0,11.6,300207,931,186500
1407,5b4470d8ae17be1640194ce8,10067219,kline_min1,12.09,2018-06-08,12.1,12.05,0,12.1,300208,931,833100
1413,5b447129ae17be1640199f3a,483292,kline_min1,17.01,2018-06-08,17.15,17.0,0,17.15,300209,931,28300
1414,5b447129ae17be164019efce,9540,kline_min1,4.77,2018-06-08,4.77,4.77,0,4.77,300210,931,2000
1415,5b447129ae17be16401a3c73,1222,kline_min1,6.11,2018-06-08,6.11,6.11,0,6.11,300211,931,200
1416,5b44712aae17be16401a8b92,945287,kline_min1,30.88,2018-06-08,31.05,30.86,0,30.86,300212,931,30600
1417,5b44712aae17be16401ae681,147622,kline_min1,6.77,2018-06-08,6.78,6.77,0,6.77,300213,931,21800
1418,5b44712aae17be16401b3acb,118802,kline_min1,5.13,2018-06-08,5.13,5.11,0,5.13,300214,931,23200
1420,5b44712aae17be16401b901c,79927,kline_min1,6.95,2018-06-08,6.96,6.94,0,6.95,300215,931,11500
1423,5b44712bae17be16401be834,6351582,kline_min1,9.23,2018-06-08,9.3,9.21,0,9.3,300216,931,685900
1424,5b44712bae17be16401c3bc9,132754,kline_min1,2.63,2018-06-08,2.63,2.62,0,2.63,300217,931,50600
1426,5b44712bae17be16401c8c88,30217,kline_min1,7.37,2018-06-08,7.37,7.37,0,7.37,300218,931,4100
1433,5b447175ae17be16401d362f,156400,kline_min1,13.6,2018-06-08,13.6,13.6,0,13.6,300220,931,11500
1434,5b447175ae17be16401d8d72,84314,kline_min1,12.03,2018-06-08,12.16,12.01,0,12.05,300221,931,7000
1435,5b447176ae17be16401de6f6,615246,kline_min1,19.2,2018-06-08,19.24,19.12,0,19.2,300222,931,32000
1436,5b447176ae17be16401e4251,1243045,kline_min1,27.81,2018-06-08,27.85,27.8,0,27.8,300223,931,44700
1438,5b447176ae17be16401e9d72,979919,kline_min1,8.76,2018-06-08,8.77,8.73,0,8.74,300224,931,112100
1440,5b447177ae17be16401f2f09,2723083,kline_min1,59.98,2018-06-08,60.29,59.09,0,59.95,300226,931,45400
1442,5b447177ae17be16401f8928,124342,kline_min1,12.3,2018-06-08,12.3,12.12,0,12.2,300227,931,10200
1444,5b447177ae17be16401fdfb6,848921,kline_min1,8.89,2018-06-08,8.96,8.89,0,8.96,300228,931,94900
1451,5b4471c0ae17be1640209299,4016456,kline_min1,6.08,2018-06-08,6.15,6.08,0,6.15,300230,931,656400
1452,5b4471c1ae17be164020ed87,531956,kline_min1,8.6,2018-06-08,8.63,8.58,0,8.58,300231,931,61900
1453,5b4471c1ae17be1640214302,64559,kline_min1,15.01,2018-06-08,15.05,15.01,0,15.01,300232,931,4300
1454,5b4471c1ae17be1640219d22,73120,kline_min1,19.22,2018-06-08,19.25,19.21,0,19.25,300233,931,3800
1455,5b4471c1ae17be164021eb1f,39042,kline_min1,7.23,2018-06-08,7.23,7.23,0,7.23,300234,931,5400
1457,5b4471c2ae17be1640223b80,276359,kline_min1,12.26,2018-06-08,12.26,12.15,0,12.15,300235,931,22700
1459,5b4471c2ae17be16402293d1,1519206,kline_min1,30.12,2018-06-08,30.12,30.06,0,30.06,300236,931,50500
1460,5b4471c2ae17be164022ecd6,539681,kline_min1,7.33,2018-06-08,7.33,7.21,0,7.21,300237,931,74800
1467,5b447208ae17be16402379b3,51110,kline_min1,4.94,2018-06-08,4.94,4.9,0,4.9,300239,931,10400
1468,5b447209ae17be164023cbb0,132675,kline_min1,7.25,2018-06-08,7.25,7.25,0,7.25,300240,931,18300
1470,5b447209ae17be164023f786,3262762,kline_min1,7.3,2018-06-08,7.39,7.28,0,7.39,300241,931,445000
1472,5b447209ae17be16402451c5,775657,kline_min1,5.74,2018-06-08,5.77,5.73,0,5.73,300242,931,134800
1473,5b447209ae17be164024a3eb,3324,kline_min1,11.08,2018-06-08,11.08,11.08,0,11.08,300243,931,300
1474,5b447209ae17be164024eeb2,502279,kline_min1,20.7,2018-06-08,20.75,20.66,0,20.67,300244,931,24300
1475,5b44720aae17be16402548f6,136002,kline_min1,11.93,2018-06-08,11.93,11.93,0,11.93,300245,931,11400
1476,5b44720aae17be164025a117,1193485,kline_min1,21.59,2018-06-08,21.6,21.36,0,21.36,300246,931,55700
1477,5b44720aae17be164025f0d2,15757559,kline_min1,5.67,2018-06-08,5.7,5.59,0,5.6,300247,931,2802800
1479,5b44720bae17be16402653c5,346241,kline_min1,7.12,2018-06-08,7.16,7.11,0,7.16,300248,931,48500
1478,5b447235ae17be15ac5cdd72,10760304,kline_min1,7.66,2018-06-08,7.66,7.4,0,7.4,300249,931,1409600
1480,5b447236ae17be15ac5d34e3,167133,kline_min1,13.16,2018-06-08,13.17,13.16,0,13.16,300250,931,12700
1481,5b447236ae17be15ac5d8ede,2003743,kline_min1,9.84,2018-06-08,9.86,9.81,0,9.81,300251,931,203800
1482,5b447236ae17be15ac5dea10,485375,kline_min1,12.76,2018-06-08,12.8,12.68,0,12.68,300252,931,38200
1483,5b447237ae17be15ac5e9e20,483080,kline_min1,10.21,2018-06-08,10.21,10.16,0,10.16,300254,931,47500
1484,5b447237ae17be15ac5ef3d7,525428,kline_min1,6.05,2018-06-08,6.07,6.04,0,6.07,300255,931,86700
1486,5b447237ae17be15ac5f4cb0,588014,kline_min1,4.79,2018-06-08,4.8,4.77,0,4.77,300256,931,123000
1488,5b447238ae17be15ac5fa2ac,319092,kline_min1,19.26,2018-06-08,19.29,19.16,0,19.16,300257,931,16600
1491,5b447238ae17be15ac5ffba1,170256,kline_min1,14.51,2018-06-08,14.57,14.51,0,14.52,300258,931,11700
1496,5b447282ae17be15ac6051f6,446647,kline_min1,3.95,2018-06-08,3.99,3.95,0,3.96,300259,931,112800
1498,5b447283ae17be15ac60a831,73530,kline_min1,15.7,2018-06-08,15.7,15.5,0,15.5,300260,931,4700
1500,5b447283ae17be15ac60f192,87000,kline_min1,8.28,2018-06-08,8.3,8.22,0,8.3,300261,931,10500
1501,5b447283ae17be15ac6141ed,71722,kline_min1,6.41,2018-06-08,6.44,6.4,0,6.44,300262,931,11200
1502,5b447283ae17be15ac619936,1480229,kline_min1,6.15,2018-06-08,6.2,6.15,0,6.2,300263,931,239100
1503,5b447284ae17be15ac61f0fb,2604,kline_min1,6.51,2018-06-08,6.51,6.51,0,6.51,300264,931,400
1504,5b447284ae17be15ac624073,45193,kline_min1,6.44,2018-06-08,6.47,6.44,0,6.46,300265,931,7000
1507,5b447284ae17be15ac62cf29,9990819,kline_min1,5.23,2018-06-08,5.23,5.17,0,5.19,300267,931,1924400
1509,5b447285ae17be15ac6327f6,390093,kline_min1,15.77,2018-06-08,15.77,15.71,0,15.77,300268,931,24800
1514,5b4472ceae17be15ac637acf,31666422,kline_min1,10.62,2018-06-08,10.74,10.61,0,10.61,300269,931,2972900
1516,5b4472ceae17be15ac63d28a,56422,kline_min1,14.84,2018-06-08,14.85,14.84,0,14.85,300270,931,3800
1519,5b4472cfae17be15ac641ff6,891848,kline_min1,17.27,2018-06-08,17.27,17.17,0,17.17,300271,931,51900
1520,5b4472cfae17be15ac647b18,343931,kline_min1,11.26,2018-06-08,11.37,11.23,0,11.23,300272,931,30500
1521,5b4472cfae17be15ac64d078,212549,kline_min1,7.96,2018-06-08,7.97,7.95,0,7.97,300273,931,26700
1522,5b4472cfae17be15ac652ca1,7944152,kline_min1,10.18,2018-06-08,10.25,10.18,0,10.25,300274,931,777200
1523,5b4472d0ae17be15ac658654,135899,kline_min1,10.44,2018-06-08,10.47,10.44,0,10.47,300275,931,13000
1525,5b4472d0ae17be15ac65df55,903634,kline_min1,13.62,2018-06-08,13.65,13.6,0,13.61,300276,931,66400
1527,5b4472d0ae17be15ac66349f,1465576,kline_min1,9.85,2018-06-08,9.86,9.82,0,9.82,300277,931,149000
1528,5b4472d0ae17be15ac668a48,506749,kline_min1,8.01,2018-06-08,8.03,7.93,0,7.93,300278,931,63800
1534,5b44731aae17be15ac66caca,551292,kline_min1,10.08,2018-06-08,10.08,10.04,0,10.04,300279,931,54900
1536,5b44731aae17be15ac673f64,12848,kline_min1,7.13,2018-06-08,7.14,7.13,0,7.14,300281,931,1800
1537,5b44731bae17be15ac6782e1,85754,kline_min1,17.83,2018-06-08,17.89,17.83,0,17.89,300282,931,4800
1539,5b44731bae17be15ac67c6c7,275707,kline_min1,4.92,2018-06-08,4.96,4.92,0,4.96,300283,931,55600
1541,5b44731bae17be15ac681688,49135,kline_min1,9.25,2018-06-08,9.32,9.25,0,9.32,300284,931,5300
1542,5b44731bae17be15ac68708f,251117,kline_min1,19.99,2018-06-08,20.06,19.91,0,19.92,300285,931,12600
1543,5b44731bae17be15ac68c4bc,15228,kline_min1,10.15,2018-06-08,10.18,10.15,0,10.15,300286,931,1500
1544,5b44731cae17be15ac6917b2,1012327,kline_min1,7.86,2018-06-08,7.86,7.83,0,7.83,300287,931,129100
1546,5b44731cae17be15ac697302,549439,kline_min1,18.91,2018-06-08,19.0,18.91,0,19.0,300288,931,29000
1552,5b447361ae17be15ac69cb2e,32169,kline_min1,8.67,2018-06-08,8.76,8.67,0,8.76,300289,931,3700
1554,5b447361ae17be15ac6a5712,550559,kline_min1,8.24,2018-06-08,8.25,8.22,0,8.22,300291,931,66800
1556,5b447362ae17be15ac6ab1c4,916906,kline_min1,4.45,2018-06-08,4.46,4.45,0,4.46,300292,931,205700
1557,5b447362ae17be15ac6b07bb,458166,kline_min1,10.38,2018-06-08,10.47,10.38,0,10.47,300293,931,44000
1559,5b447362ae17be15ac6b5f0d,1208530,kline_min1,35.4,2018-06-08,35.46,35.3,0,35.3,300294,931,34200
1560,5b447362ae17be15ac6bb0fc,776453,kline_min1,15.28,2018-06-08,15.4,15.28,0,15.4,300295,931,50500
1561,5b447363ae17be15ac6c0b6b,7537202,kline_min1,13.62,2018-06-08,13.67,13.56,0,13.6,300296,931,553500
1562,5b447363ae17be15ac6c66d3,378922,kline_min1,8.63,2018-06-08,8.66,8.63,0,8.66,300297,931,43800
1563,5b447363ae17be15ac6cc234,150816,kline_min1,23.5,2018-06-08,23.63,23.41,0,23.63,300298,931,6400
1570,5b4473b3ae17be15ac6d0fe5,162648,kline_min1,5.08,2018-06-08,5.1,5.08,0,5.1,300299,931,31900
1572,5b4473b4ae17be15ac6d7419,4653275,kline_min1,18.88,2018-06-08,18.99,18.8,0,18.8,300300,931,247000
1573,5b4473b4ae17be15ac6dc780,65862,kline_min1,4.82,2018-06-08,4.87,4.82,0,4.87,300301,931,13600
1575,5b4473b4ae17be15ac6e167f,211184,kline_min1,11.03,2018-06-08,11.08,10.92,0,10.98,300302,931,19200
1578,5b4473b4ae17be15ac6e710f,456490,kline_min1,3.04,2018-06-08,3.06,3.04,0,3.06,300303,931,149600
1579,5b4473b5ae17be15ac6eca4f,172527,kline_min1,5.09,2018-06-08,5.11,5.09,0,5.11,300304,931,33800
13509,5b4473b5ae17be15ac6f2214,1310,kline_min1,6.55,2018-06-08,6.55,6.55,0,6.55,300305,935,200
1580,5b4473b5ae17be15ac6f74af,126596,kline_min1,11.83,2018-06-08,11.97,11.83,0,11.97,300306,931,10600
1581,5b4473b6ae17be15ac6fcb4f,66256,kline_min1,6.75,2018-06-08,6.77,6.75,0,6.76,300307,931,9800
1582,5b4473b6ae17be15ac702511,2408043,kline_min1,71.09,2018-06-08,71.09,70.41,0,70.41,300308,931,34000
1589,5b447403ae17be15ac707f7a,579520,kline_min1,22.22,2018-06-08,22.3,22.07,0,22.07,300309,931,26200
1591,5b447403ae17be15ac70d786,929176,kline_min1,8.18,2018-06-08,8.23,8.18,0,8.21,300310,931,113200
1593,5b447403ae17be15ac713249,317975,kline_min1,12.3,2018-06-08,12.35,12.3,0,12.33,300311,931,25800
1595,5b447403ae17be15ac71dc49,4008,kline_min1,10.02,2018-06-08,10.02,10.02,0,10.02,300313,931,400
1597,5b447404ae17be15ac72297b,373763,kline_min1,11.82,2018-06-08,11.82,11.0,0,11.8,300314,931,32700
1598,5b447404ae17be15ac727f64,1283810,kline_min1,4.75,2018-06-08,4.77,4.74,0,4.77,300315,931,269600
1599,5b447404ae17be15ac72dad9,3915329,kline_min1,12.7,2018-06-08,12.73,12.63,0,12.63,300316,931,309500
1600,5b447405ae17be15ac736f78,157403,kline_min1,5.26,2018-06-08,5.26,5.22,0,5.22,300318,931,30100
1606,5b447451ae17be15ac73c20f,338399,kline_min1,7.84,2018-06-08,7.85,7.82,0,7.85,300319,931,43200
1607,5b447452ae17be15ac7417da,25968,kline_min1,6.65,2018-06-08,6.68,6.65,0,6.68,300320,931,3900
1609,5b447452ae17be15ac74671a,181377,kline_min1,16.85,2018-06-08,16.88,16.7,0,16.88,300321,931,10800
1612,5b447452ae17be15ac74b6e7,42345,kline_min1,9.2,2018-06-08,9.21,9.2,0,9.2,300322,931,4600
1614,5b447452ae17be15ac7511c5,2982649,kline_min1,15.15,2018-06-08,15.18,15.0,0,15.03,300323,931,198300
1615,5b447453ae17be15ac75bba5,765179,kline_min1,3.81,2018-06-08,3.82,3.78,0,3.81,300325,931,201000
1616,5b447453ae17be15ac760f00,6998916,kline_min1,10.88,2018-06-08,10.97,10.8,0,10.97,300326,931,639300
1617,5b447454ae17be15ac766a44,795271,kline_min1,26.29,2018-06-08,26.32,26.21,0,26.25,300327,931,30300
1618,5b447454ae17be15ac76c1f2,106408,kline_min1,8.8,2018-06-08,8.85,8.66,0,8.67,300328,931,12200
1624,5b44749eae17be15ac7716cb,385523,kline_min1,8.94,2018-06-08,8.98,8.93,0,8.94,300329,931,43100
1626,5b44749eae17be15ac776a34,76191,kline_min1,9.96,2018-06-08,10.08,9.93,0,9.93,300330,931,7600
1628,5b44749eae17be15ac77bde9,1821582,kline_min1,15.35,2018-06-08,15.46,15.35,0,15.4,300331,931,118300
1629,5b44749eae17be15ac7814b2,148476,kline_min1,4.82,2018-06-08,4.83,4.82,0,4.82,300332,931,30800
1631,5b44749fae17be15ac786d28,5029524,kline_min1,10.18,2018-06-08,10.25,10.15,0,10.25,300333,931,492900
1632,5b44749fae17be15ac78c6b5,56640,kline_min1,9.6,2018-06-08,9.6,9.6,0,9.6,300334,931,5900
1634,5b44749fae17be15ac791c21,412917,kline_min1,12.19,2018-06-08,12.26,12.15,0,12.26,300335,931,33900
1635,5b44749fae17be15ac7976b8,497480,kline_min1,9.57,2018-06-08,9.61,9.57,0,9.61,300336,931,51900
1636,5b4474a0ae17be15ac79cff9,26928,kline_min1,6.12,2018-06-08,6.12,6.12,0,6.12,300337,931,4400
1637,5b4474a0ae17be15ac7a1a42,119975,kline_min1,17.95,2018-06-08,17.95,17.9,0,17.9,300338,931,6700
1643,5b4474f2ae17be15ac7a73e1,5969438,kline_min1,12.26,2018-06-08,12.27,12.21,0,12.25,300339,931,487600
1645,5b4474f2ae17be15ac7acaba,1921384,kline_min1,42.81,2018-06-08,42.95,42.8,0,42.88,300340,931,44800
1646,5b4474f2ae17be15ac7b2379,255253,kline_min1,6.61,2018-06-08,6.63,6.61,0,6.63,300341,931,38500
1648,5b4474f2ae17be15ac7b72f5,678821,kline_min1,11.99,2018-06-08,12.0,11.95,0,12.0,300342,931,56700
1650,5b4474f2ae17be15ac7bb018,229881,kline_min1,10.27,2018-06-08,10.27,10.26,0,10.26,300343,931,22400
1653,5b4474f3ae17be15ac7c155e,598626,kline_min1,7.8,2018-06-08,7.85,7.8,0,7.8,300344,931,76700
1654,5b4474f3ae17be15ac7cc61f,246924,kline_min1,14.2,2018-06-08,14.2,14.09,0,14.12,300346,931,17500
1655,5b4474f4ae17be15ac7d1d61,1345781,kline_min1,60.29,2018-06-08,60.3,59.72,0,59.72,300347,931,22500
1656,5b4474f4ae17be15ac7d78c9,4014984,kline_min1,29.34,2018-06-08,29.45,29.0,0,29.0,300348,931,137500
1662,5b447545ae17be15ac7dd32e,491761,kline_min1,20.73,2018-06-08,20.76,20.52,0,20.52,300349,931,23800
1664,5b447545ae17be15ac7e8607,61366,kline_min1,14.18,2018-06-08,14.39,14.18,0,14.39,300351,931,4300
1666,5b447545ae17be15ac7edf73,1051497,kline_min1,4.41,2018-06-08,4.45,4.41,0,4.42,300352,931,237600
1669,5b447546ae17be15ac7f3ad0,38979620,kline_min1,13.88,2018-06-08,13.99,13.76,0,13.76,300353,931,2811600
1670,5b447546ae17be15ac7f9293,458785,kline_min1,10.59,2018-06-08,10.6,10.55,0,10.55,300354,931,43400
1672,5b447546ae17be15ac7fe71b,1198168,kline_min1,7.09,2018-06-08,7.1,7.08,0,7.08,300355,931,169000
1673,5b447546ae17be15ac80419d,2867044,kline_min1,6.79,2018-06-08,6.81,6.78,0,6.8,300356,931,421800
1674,5b447547ae17be15ac8096bc,1132382,kline_min1,42.05,2018-06-08,42.3,41.85,0,42.3,300357,931,27000
1675,5b447547ae17be15ac80ec90,163359,kline_min1,10.89,2018-06-08,10.9,10.88,0,10.9,300358,931,15000
1485,5b447255ae17be164026aa0a,185011,kline_min1,13.51,2018-06-08,13.52,13.5,0,13.52,300521,931,13700
1487,5b447256ae17be164026ff01,4332861,kline_min1,24.53,2018-06-08,24.64,24.49,0,24.5,300522,931,176800
1489,5b447256ae17be1640275180,132721,kline_min1,60.56,2018-06-08,60.57,60.25,0,60.25,300523,931,2200
1490,5b447256ae17be164027a06f,86223,kline_min1,22.1,2018-06-08,22.12,22.03,0,22.12,300525,931,3900
1492,5b447256ae17be164027f31c,1742141,kline_min1,16.59,2018-06-08,16.67,16.58,0,16.58,300526,931,105000
1493,5b447257ae17be1640284d0f,148122,kline_min1,12.66,2018-06-08,12.66,12.66,0,12.66,300527,931,11700
1494,5b447257ae17be164028a2f2,2721297,kline_min1,13.15,2018-06-08,13.29,13.12,0,13.29,300528,931,205700
1495,5b447257ae17be164028fca9,928512,kline_min1,44.02,2018-06-08,44.88,44.02,0,44.88,300529,931,20900
1497,5b447257ae17be16402950f1,1049017,kline_min1,32.8,2018-06-08,33.49,32.78,0,33.49,300530,931,31600
